,Titles,URL,Category,Rating
289,Hacker X: Learn Ethical Hacking & Cybersecurity,hacking.learnhacking.learn.hack.ethicalhacking.programming.coding.hackerx.cybersecurity,['EDUCATION'],4.722617
290,InterSign - Learn ASL while you have fun!,intersign.learn.asl,['EDUCATION'],4.647059
291,Learn Tagalog Filipino Free,com.language.learnfilipino,['EDUCATION'],4.530303
292,"Learn Chinese, Japanese writing, ASL, with Scripts",com.languagedrops.drops.scrips.learn.write.alphabet.letters.characters.language.japanese.korean.chinese,['EDUCATION'],4.37461
293,"StudySmarter: Flashcards, Notes, Quiz & Planner",com.studysmarter,['EDUCATION'],4.5109344
294,Learn Computer Course - OFFLINE,com.learn_computer.course_free,['EDUCATION'],4.523891
295,Learn Romanian. Speak Romanian,com.atistudios.italk.ro,['EDUCATION'],4.710171
296,Speak American English - 5000 Phrases & Sentences,com.funeasylearn.phrasebook.english.american,['EDUCATION'],4.6773458
297,"Leetcode Algorithm Coding, Java Interview Offline",com.freetymekiyan.apas,['EDUCATION'],4.7777777
298,Data Structures and Algorithms,com.marcyliao.app.algnote,['EDUCATION'],4.32
299,World Education Services,com.wes.app,['EDUCATION'],4.8435235
300,Software Engineering,com.faadooengineers.free_softwareengineering,['EDUCATION'],4.16
301,Algorithms: Explained and Animated,wiki.algorithm.algorithms,['EDUCATION'],4.3435507
302,A to Z Learning for kids,com.innovatumsolution.atoz,['EDUCATION'],4.3170733
303,Robotics Engineering,in.softecks.robotics,['EDUCATION'],4.5247526
304,Algorithms and Data Structures in Dynamics,com.iov.lordofalgorithms,['EDUCATION'],4.267327
305,Programming Hero: Coding Just Got Fun (beta),com.learnprogramming.codecamp,['EDUCATION'],4.7990737
306,Data Structures Handbook,com.bashoverflow.datastructures,['EDUCATION'],4.77
307,Financial Education Books - Kiyosaki Books,com.robertkyoski.books,['EDUCATION'],4.390411
308,FamilyAlbum - Easy Photo & Video Sharing,us.mitene,['PARENTING'],4.682898
309,B.Ed Lesson Plans,com.B.EdLessonPlan,['EDUCATION'],4.2222223
310,MyAdventistHealth,org.ah.myadventisthealth.play,['HEALTH_AND_FITNESS'],4.3095236
311,ZIIEI - INNOVATIVE PATHSHAALA- APP FOR TEACHERS,com.ip.ziiei,['EDUCATION'],4.420588
312,Lucky's Learn Emotions,com.napko.luckys_learnemotions,['GAME_EDUCATIONAL'],4.135135
313,Pathyacharya - Online Learning App | Hindi Medium,com.schooglink.curriculum.pathcharya,['EDUCATION'],4.065306
314,बाल विकास एवं शिक्षामनोविज्ञान (Child Development),com.appybuilder.yogendra9893751060.CHILD_DEVELOPMENT,['EDUCATION'],4.4545455
315,PARENTS | TalkingPoints,org.talkingpoints.parents,['EDUCATION'],4.670356
316,"HOGGY Kids learning video, activity, rhyme & story",com.litifer.android.hoggyapp,['EDUCATION'],4.91
317,Fish School by Duck Duck Moose,com.duckduckmoosedesign.fish,['GAME_EDUCATIONAL'],4.37
318,عالم مرح,com.apptrainers.marahkg,['EDUCATION'],4.167364
319,Child Development and Pedagogy,in.bimbikag.balvikas,['EDUCATION'],4.1
320,Short Stories : Free Moral Stories,com.stackapps.stories,['EDUCATION'],4.3960395
321,brightwheel: Preschool & Child Care Management App,co.kidcasa.app,['EDUCATION'],4.757835
322,Course Hero: Homework Answers & Helper,com.coursehero.coursehero,['EDUCATION'],4.456566
323,GED® Practice Test Free 2021,com.abc.gedtest,['EDUCATION'],4.520548
324,"Learn Data Science, Big Data and Data Analytics",datascience.science.data.learn.programming.analytics.coding.analyst.rpa.machinelearning.ai.bi.bigdata,['EDUCATION'],4.6372547
325,I.M.Possible Online Learning Platform -Bhavin Shah,com.thebhavinshah.android,['EDUCATION'],4.9384613
326,Experience Controls,com.quanser.controls,['EDUCATION'],4.86
327,Kids Reading Sight Words Lite,com.intellijoy.sightwords.lite,['GAME_EDUCATIONAL'],4.1622276
328,1st Grade Kids Learning Games,com.iz.first.grade.educational.learning.kids.games,['GAME_EDUCATIONAL'],4.02
329,Baby Learning Games,com.zodinplex.abc.kids.letters.learning.sounds.baby,['EDUCATION'],4.04
330,Dino Preschool & Kindergarten Learning Games  ❤️🦕,com.tiltangames.dinomathpreschool,['EDUCATION'],4.44
331,Preschool and Kindergarten Learning Games (SE),com.kevinbradford.games.preschoolgamesvpp,['GAME_EDUCATIONAL'],4.1282053
332,atingi,com.moodle.atingi,['EDUCATION'],4.6
333,First Grade Learning Games (School Edition),com.kevinbradford.games.firstgradefullvpp,['GAME_EDUCATIONAL'],4.6666665
334,Kids Learn Rhyming Word Games,com.greysprings.wordgames,['GAME_EDUCATIONAL'],4.08
335,MINTOW: Kids Educational Games and Lessons,com.rfactory.mintow,['GAME_EDUCATIONAL'],4.930693
336,Learn to Read with Tommy Turtle,com.intellijoy.android.reading,['GAME_EDUCATIONAL'],4.237288
337,"Matemáticas con Grin I 4,5,6 años primeros números",air.educaplanet.grin.mates1,['GAME_EDUCATIONAL'],4.19
338,Smart Tales - STEM learning for Kids,com.marshmallowgames.smarttales,['GAME_EDUCATIONAL'],4.3762374
339,Kids Spelling Match Games - Kids Spelling Learning,com.spelling.matching.kids.education.object.images,['GAME_EDUCATIONAL'],4.009901
340,Math games - Learning games for kids,math.games.learning.games.kids,['GAME_EDUCATIONAL'],4.15
341,Second Grade Learning Games (School Edition),com.kevinbradford.games.secondgrade,['GAME_EDUCATIONAL'],4.52
342,"sKoolish ABC - kids learning, preschool, nursery",com.rsv.sKoolishABC,['GAME_EDUCATIONAL'],4.3883495
343,Kids'Skills App,org.kidsskills.app,['EDUCATION'],4.2469134
344,BabySparks - Development Activities and Milestones,com.babysparks.babysparks,['PARENTING'],4.0515556
345,Highlights Library Reading,com.chungchy.highlightslibraryglobal,['EDUCATION'],4.2
346,Studycat: Learn French for Kids,net.studycat.funfrench,['EDUCATION'],4.3267326
347,Science Kids Learning - Be Super Scientist!,com.sciencegames.ScienceKidsLearning,['GAME_EDUCATIONAL'],4.21
348,Solar System for kids - Learn Astronomy,com.kokotots.solarkokotots,['GAME_EDUCATIONAL'],4.4074073
349,Wyzant - Find Expert Tutors,com.wyzant.studentapp,['EDUCATION'],4.24
350,"Breathe, Think, Do with Sesame",air.com.sesameworkshop.ResilienceThinkBreathDo,['EDUCATION'],4.310606
351,Swiflearn: Live Classes for Class 1 to 10,com.swiflearn,['EDUCATION'],4.2739725
352,First step learning game - your child's Educator,com.jigar.kids.children.learning.education.indoor.free.game,['GAME_EDUCATIONAL'],4.72
353,Edapt : learn in-demand skills for free,com.youmeare.edapt,['EDUCATION'],4.233871
354,IILT Learning,com.iilt.foundationforoet,['EDUCATION'],4.5865383
355,Quantic School of Business,com.smartly.hybrid,['EDUCATION'],4.8753996
356,My Study Life - Digital School Planner You Need,com.virblue.mystudylife,['EDUCATION'],4.3379755
357,Learn Swift programming - iOS app development,swift.ios.learnswift.coding.apps.buildingapps.learn.programming.iosdevelopment,['EDUCATION'],4.53
358,Vroom: Early Learning,org.joinvroom.dailyvroom,['PARENTING'],4.1551723
359,Easy Math - Learn maths at primary schools,com.TEEE.easymath,['EDUCATION'],4.73
360,Simply Learn Languages - Online Phrasebook,simply.learn.universal,['EDUCATION'],4.51
361,Learn 163 Languages | Bluebird,com.pronunciatorllc.bluebird,['EDUCATION'],4.12591
362,Funexpected Math - A beautiful learning adventure,ltd.funexpected.math,['EDUCATION'],4.4
363,Simplilearn: Online Courses,com.mobile.simplilearn,['EDUCATION'],4.5773115
364,Cleo for Families,com.lucyapp,['HEALTH_AND_FITNESS'],4.0789475
365,Daily Connect (Child Care),com.seacloud.dc,['EDUCATION'],4.5544553
366,Procare: Childcare App,com.kinderlime.dev,['EDUCATION'],4.82634
367,Roducate - Africa's No.1 Learning App,com.educ.roducate,['EDUCATION'],4.5288463
368,Dyscalculia Screener Checklist,appinventor.ai_dyscalculiaservices.DyscalculiaChecklist,['EDUCATION'],4.428571
369,Fun Math: master math facts in cool game!,net.speedymind.mental.arithmetic.trainer.learning.games.practice.k5.grade.math.vs.slimes,['GAME_EDUCATIONAL'],4.6658597
370,Mental Math Practice,com.magoosh.gre.flashcards.mental_math,['EDUCATION'],4.372549
371,Math Tricks Workout - Math master - Brain training,com.sankhyantra.mathstricks,['EDUCATION'],4.735791
372,Math Workout - Math Games,io.ts.mathworkout,['EDUCATION'],4.5936074
373,Monster Math - Math facts learning app for kids,com.makkajai.monstermathfree,['EDUCATION'],4.28
374,Math Path - Mental Math And More,com.mnsware.math.path.game,['GAME_EDUCATIONAL'],4.7727275
375,"Math games: mental arithmetic, mathematics",com.astepanov.mobile.mindmathtricks,['GAME_EDUCATIONAL'],4.368249
376,MathLand: Math games for kids,com.EducaGames.MathLand,['GAME_EDUCATIONAL'],4.226333
377,Learn Math: Arithmetic to Trigonometry & Fractions,com.companyname.MaturaMatematyka,['EDUCATION'],4.6462584
378,"Math Exercises for brain, Math Riddles, Puzzle",de.softan.brainstorm,['GAME_EDUCATIONAL'],4.574982
379,Math Tests - mathematics practice questions,com.holucent.math,['EDUCATION'],4.557532
380,Mental Math Master,com.fivedaysweekend.math,['GAME_EDUCATIONAL'],4.3188853
381,Math theory,com.sangaku.maths.en,['EDUCATION'],4.5204463
382,Addition and Subtraction Games,com.idz.additionsubtractiongames,['GAME_EDUCATIONAL'],4.2487044
383,Brainwell Mind & Brain Trainer,com.monclarity.brainwell,['EDUCATION'],4.5401235
384,Sababa Kindergarten Math – math games for kids,com.sababaedu.kindergarten,['EDUCATION'],4.7904763
385,Math Games - Learn Math,com.math.learnmath,['EDUCATION'],4.39
386,"Math & Science Tutor - Algebra, Calculus, Physics",com.mathtutordvd.mathtutor.mathtutor,['EDUCATION'],4.385787
387,Kids Math: Math Games for Kids,com.rvappstudios.montessori.math.games.kids.number.counting,['GAME_EDUCATIONAL'],4.4356437
388,High School Math: Practice Tests and Flashcards,com.varsitytutors.learningtools.hsmath,['EDUCATION'],4.089109
389,"Math games, Mathematics",org.nixgame.mathematics,['EDUCATION'],4.687283
390,Math Games - Maths Tricks,com.maths.games.add.subtract.multiply.divide,['GAME_EDUCATIONAL'],4.298734
391,Math Games for Adults,math.workout.math.games,['GAME_EDUCATIONAL'],4.04
392,Math Games,godlinestudios.MathGames,['GAME_EDUCATIONAL'],4.436298
393,Multiplication Memorizer,com.mathdomaindevelopment.multiplicationstables,['GAME_EDUCATIONAL'],4.3146553
394,"Simple Math - Learn Add & Subtract, Math Games",simplemath.math.games.subtractiongames.mathgames,['GAME_EDUCATIONAL'],4.405797
395,Math Challenges (Math Games),m03k.star.game,['EDUCATION'],4.5664062
396,"Math Games - Math Games, Math App, Add, Multiply",com.maths.mathsgame.multiplication.mathsapp,['GAME_EDUCATIONAL'],4.11
397,Hard Math Games X - Difficult Cartoon Maths Game,com.Acetate.HardMathGames,['GAME_EDUCATIONAL'],4.714286
398,Brain School: Brain Games,air.xyz.childnet.brainschool,['EDUCATION'],4.11
399,"Learning Math :Add , Subtract , Multiply & Divide",com.QuizMathAppLearn.mathOperations,['GAME_EDUCATIONAL'],4.4253244
400,Math Tricks,example.matharithmetics,['EDUCATION'],4.5107927
401,"Math Games, Learn Add, Subtract, Multiply & Divide",com.GamesForKids.Mathgames.MultiplicationTables,['GAME_EDUCATIONAL'],4.5095696
402,"Math Games - Addition, Subtraction, Multiplication",com.rvappstudios.math.games.kids.addition.subtraction.multiplication.division,['GAME_EDUCATIONAL'],4.3532076
403,1st 2nd 3rd grade math games for kids,air.childLearnMath.edugames.vn,['GAME_EDUCATIONAL'],4.022117
404,Monster Math 2: Fun Math Games. Kids Grade K-5,com.makkajai.monstermath2free,['GAME_EDUCATIONAL'],4.0228014
405,Math: Long Division,com.epsilon.division,['EDUCATION'],4.5866666
406,Pet Bingo by Duck Duck Moose,com.duckduckmoosedesign.pb,['EDUCATION'],4.3465347
407,Mental Calculation Training,com.dmapps.mindcal,['GAME_EDUCATIONAL'],4.44
408,Kids Math Learning,com.ashvindalwadi.kidsmathlearning,['EDUCATION'],4.361111
409,Kids True False - Math,com.hegodev.oddoneoutforkids,['EDUCATION'],4.125926
410,Dinosaur Math - Learning Games for kids toddlers,com.imayi.dinomath,['GAME_EDUCATIONAL'],4.226415
411,Learn Division Facts Games - Fun Dividing Practice,com.thelearningapps.mathdivision,['GAME_EDUCATIONAL'],4.1666665
412,"Math for kids: numbers, counting, math games",com.astepanov.mobile.mathforkids,['GAME_EDUCATIONAL'],4.0734463
413,Edujoy Math Academy - Learn Maths,com.edujoy.math.academy,['GAME_EDUCATIONAL'],4.0597014
414,Math Wiki - Learn Math,de.lakdev.mathewiki,['EDUCATION'],4.392157
415,Multiplication tables - Math learning app,de.softan.multiplication.table,['GAME_EDUCATIONAL'],4.37534
416,Mathman: Learn Math & Become Math Superhero,cz.musestudio.mathexplained,['EDUCATION'],4.33
417,Albert: Learn Math,com.shukia.shuki.math,['GAME_EDUCATIONAL'],4.06
418,MathLand Full Version: Mental Math Games for kids,com.EducaGames.MathLandFull,['GAME_EDUCATIONAL'],4.35
419,Smartick: Math and Coding,com.mobile.android.smartick,['EDUCATION'],4.2247753
420,Primary Maths,com.primary.maths,['EDUCATION'],4.314815
421,DoodleMath: K-6 Elementary Math,com.ezeducation.doodlemaths.ks2,['EDUCATION'],4.0128207
422,Oda Kids Math: Learning Maths with Funny Games,com.odaclass.mathcheck,['EDUCATION'],4.3168316
423,Top Parent - New Ways of Learning And Teaching,com.csf.topparent,['PARENTING'],4.22
424,English Kids Math,com.kidsmaths.englishkidsmath,['EDUCATION'],4.2
425,calculets: Math games for kids mental calculation,com.juegoscc.numbersbubbles,['EDUCATION'],4.2058825
426,Champions Mind Sport Psychology,app.championsmind,['HEALTH_AND_FITNESS'],4.61
427,Math for Kids,pt.science4you.numbers4you,['GAME_EDUCATIONAL'],4.02
428,Math Screen,com.tfsol.mathscreen,['EDUCATION'],4.1904764
429,Emotional Intelligence EQ IQ,emotional.intelligence.app,['EDUCATION'],4.0526314
430,MyEmotions - Managing difficult emotions,gestion_de_emociones_dificiles.myemotions,['HEALTH_AND_FITNESS'],4.2727275
431,Emotional intelligence,com.logoseq.app,['EDUCATION'],4.213592
432,Zenklub - Se Conhecer Faz Bem,com.zenklub.android,['HEALTH_AND_FITNESS'],4.161111
433,Worrydolls,id.com.WorryDolls,['HEALTH_AND_FITNESS'],4.813765
434,DBT Coach: (Dialectical Behavior Therapy app),co.swasth.dbtcoach,['HEALTH_AND_FITNESS'],4.3185186
435,"Reflectly: Diary, Gratitude Journal & Mood Tracker",com.reflectlyApp,['HEALTH_AND_FITNESS'],4.285123
436,Cognitive Behavioral Therapy,cognitive.behavioral.therapy,['EDUCATION'],4.1
437,Social Intelligence,in.softecks.socialintelligence,['EDUCATION'],4.714286
438,eQuoo: Emotional Fitness Game,com.bitbox.equoo,['HEALTH_AND_FITNESS'],4.516432
439,Human Behavior,com.sqstech.human_behavior,['EDUCATION'],4.6666665
440,Human behavior,com.sqsapps.human_behavior,['EDUCATION'],4.4
441,Feelings Diary - Your special feelings diary!,io.sergiolabs.feelingsdiary,['HEALTH_AND_FITNESS'],4.6144576
442,How to Develop Emotional Intelligence - EQ,com.crazyapps.emotionalintelligence.emotionalquotient,['EDUCATION'],4.5555553
443,BetterTogether - Losing Weight,com.bettertogether.us,['HEALTH_AND_FITNESS'],4.5940595
444,Unlock Your Mind - Train your subconscious mind,app.unlockyourmind.lockscreen,['HEALTH_AND_FITNESS'],4.657492
445,eMoods Bipolar Mood Tracker,my.tracker,['HEALTH_AND_FITNESS'],4.4113636
446,My Psychiatrist,com.aronlabz.mypsychiatrist,['EDUCATION'],4.7619047
447,Headspace: Meditation & Sleep,com.getsomeheadspace.android,['HEALTH_AND_FITNESS'],4.543726
448,HearMe | Empathy Not Therapy,com.hearme,['HEALTH_AND_FITNESS'],4.3236365
449,Therappy: Your Mental Health,io.therappy.therappyapp,['HEALTH_AND_FITNESS'],4.6666665
450,BetterMe: Mental Health,com.gen.bettermeditation,['HEALTH_AND_FITNESS'],4.4779086
451,TherapyChat - Online therapy & counselling,com.terapiachat.android,['HEALTH_AND_FITNESS'],4.53
452,"Wysa: anxiety, depression & sleep therapy chatbot",bot.touchkin,['HEALTH_AND_FITNESS'],4.782995
453,How to discipline your kids,com.andromo.dev759850.app979576,['PARENTING'],4.448276
454,Introduction to Psychology,com.elytelabs.introductiontopsychology,['EDUCATION'],4.63
455,Psychology Daily,com.psychology.daily,['EDUCATION'],4.257426
456,Kinedu: Baby Development,com.kinedu.appkinedu,['PARENTING'],4.6780963
457,Psychology,io.ocedu.psychology,['EDUCATION'],4.31
458,Study Psychology for free : OFFLINE,com.bishrulhaq.learnpsychology,['EDUCATION'],4.68
459,"Psychological concepts: facts, terms, learn",com.dictionary.psycology.psycologyConcepts.PsychologyDictionary,['EDUCATION'],4.544554
460,My Dreams: Self Improvement & Life Coach,com.MyDreams.MyDreams,['HEALTH_AND_FITNESS'],4.36
461,Mood Patterns - Mood Tracker & Diary with Privacy,info.moodpatterns.moodpatterns,['HEALTH_AND_FITNESS'],4.6130953
462,Parikshit Jobanputra LifeCoach,com.app.parikshitjobanputra,['EDUCATION'],4.5
463,Cuentos de las Emociones,com.andromo.dev722938.app833312,['EDUCATION'],4.0869565
464,My Very Hungry Caterpillar,com.storytoys.myveryhungrycaterpillar.free.android.googleplay,['GAME_EDUCATIONAL'],4.196984
465,Roly-Poly Friends,com.asobing.dangomusi,['GAME_EDUCATIONAL'],4.4117646
466,The Very Hungry Caterpillar - Creative Play,com.storytoys.veryhungrycaterpillar.creativeplay.free.android.googleplay,['EDUCATION'],4.079208
467,iMico,iinformatica.imico,['GAME_EDUCATIONAL'],4.25
468,Monster Trucks Game for Kids 2,com.razmobi.monstertrucks2,['GAME_EDUCATIONAL'],4.0283213
469,Baby Panda Home Safety,com.sinyee.babybus.homesafe.global,['GAME_EDUCATIONAL'],4.1389804
470,Color Kids: Coloring Games,com.rvappstudios.shapes.colors.toddler,['GAME_EDUCATIONAL'],4.52958
471,Molly of Denali: Learn about Nature and Community,org.pbskids.mollyofdenali,['GAME_EDUCATIONAL'],4.3762374
472,Hungry Caterpillar Shapes and Colors,com.storytoys.veryhungrycaterpillar.shapesandcolors.free.android.googleplay,['GAME_EDUCATIONAL'],4.08
473,PBS KIDS ScratchJr,org.pbskids.scratchjr,['EDUCATION'],4.18
474,The Very Hungry Caterpillar - Play & Explore,com.storytoys.hungrycaterpillar.book1.free.android.googleplay,['GAME_EDUCATIONAL'],4.031008
475,Trains for Kids,com.blion.games.trains,['GAME_EDUCATIONAL'],4.06
476,Sago Mini School (Kids 2-5),com.sagosago.School.googleplay,['EDUCATION'],4.1493506
477,Toppscholars - Smart Learning App for Students,com.jaro.toppscholars,['EDUCATION'],4.3368983
478,Shaalaa: The Study App,com.shaalaa.app,['EDUCATION'],4.629902
479,"Ezee App - Child Safety, test & learning app",ezee.abhinav.ezeetest,['EDUCATION'],4.224344
480,Intellijoy Early Learning Academy,com.intellijoy.kids.academy,['GAME_EDUCATIONAL'],4.3
481,The mechanism of hearing educational VR 3D,com.rendernet.hearing,['EDUCATION'],4.668281
482,"Toddler learning games for kids: 2,3,4 year olds",bebi.family.kids.learning.games,['GAME_EDUCATIONAL'],4.467949
483,Learn Machine Learning - ML Tutorials & Programs,ml.machinelearning.learning.machine.data.datascience.bigdata.programming.analytics.coding.learn,['EDUCATION'],4.49
484,Learn Japanese for Free with kawaiiNihongo,de.mardukcorp.kawaiinihongo,['GAME_EDUCATIONAL'],4.6861978
485,Japanese Kanji Study,com.mindtwisted.kanjistudy,['EDUCATION'],4.840527
486,ReaderPro - Speed reading and brain development,com.Store.ReaderPro,['EDUCATION'],4.7323513
487,Intellect: Create a Better You,co.intellect.app,['HEALTH_AND_FITNESS'],4.770006
488,Endless Reader,com.originatorkids.EndlessReader,['EDUCATION'],4.3265653
489,Math Balance : Learning Games For Kids Grade 1 - 5,com.makkajai.numbersense_compensation_free,['GAME_EDUCATIONAL'],4.04
490,Outdoor Family Fun with Plum,org.pbskids.outdoorfamilyfunwithplum,['PARENTING'],4.214286
491,23andMe - DNA Testing : Health & Ancestry,com.twentythreeandme.app,['HEALTH_AND_FITNESS'],4.763013
492,edvi- A complete online teaching & learning App,app.edvi,['EDUCATION'],4.4358974
493,Pédagogie,com.pedagogie,['EDUCATION'],4.43
494,Педагогика. Теория,ru.myappbook.PedagTeor,['EDUCATION'],4.8
495,Mesmerize - Visual Meditation,app.mesmerize,['HEALTH_AND_FITNESS'],4.2816324
496,MwalimuPLUS,com.mwalimuplus,['EDUCATION'],4.2277226
497,Iona: Mental Health App for Self Therapy & Anxiety,com.iona.mental.health,['HEALTH_AND_FITNESS'],4.7029705
498,being: your mental health friend,to.being.now,['HEALTH_AND_FITNESS'],4.90625
499,‎MyPossibleSelf: Mental Health,com.mypossibleself.app,['HEALTH_AND_FITNESS'],4.598039
500,Mindshine - Happiness Coach,app.mindshine,['HEALTH_AND_FITNESS'],4.9459457
501,Shots Immunizations,org.immunizationed.shotsG3,['EDUCATION'],4.319149
502,What's Up? - A Mental Health App,com.jacksontempra.apps.whatsup,['HEALTH_AND_FITNESS'],4.2132564
503,"Kids Nursery Rhymes - Baby Songs, Videos &TV",com.ubestkid.kidrhymes.a,['EDUCATION'],4.3
504,Kinvo,com.kinvolved.kthru12,['EDUCATION'],4.3333335
505,IQ and Aptitude Test Practice,org.aztest.iqtest,['EDUCATION'],4.033203
506,Improve Your Brain Power - Boost memory & focus,com.trmapps.improve_your_brain_power,['HEALTH_AND_FITNESS'],4.4
507,Brain Games - improve your brain power,mozg.braingames,['EDUCATION'],4.6666665
508,Brain Training Games,com.braingames.braintraining,['GAME_EDUCATIONAL'],4.2647057
509,Edmodo for Parents,com.edmodo.parents,['EDUCATION'],4.4582543
510,Meeko Family,com.meeko.family,['PARENTING'],4.3295455
511,Docket® - Official Immunization Records,com.foxhallwythe.docket.mobile,['HEALTH_AND_FITNESS'],4.4353313
512,Health Swap,com.dsa.healthswap,['HEALTH_AND_FITNESS'],4.6
513,Yo también leo | Aprender a leer con Método Global,com.diversityapps.yotambienleo,['EDUCATION'],4.177215
514,"Huckleberry: Baby & Child Tracker, Sleep Experts",com.huckleberry_labs.app,['PARENTING'],4.5304184
515,Reach Speech: Speech therapy for kids and babies,com.dar_slova.hs,['GAME_EDUCATIONAL'],4.02
516,First Baby Words - Learning App for Baby & Infants,cz.pixelmate.cognitobaby,['GAME_EDUCATIONAL'],4.09
517,Baby Daybook - Breastfeeding & Sleeping Tracker,com.drillyapps.babydaybook,['PARENTING'],4.750853
518,White Noise for Baby,pl.trpaslik.babynoise,['PARENTING'],4.793182
519,CommBoards Lite - AAC Speech Assistant,com.shmoontz.commboards.lite,['EDUCATION'],4.11
520,Playfully Baby Development Activities & Milestones,com.playfullyapp.playfully,['PARENTING'],4.5214286
521,Simple sentence builder,com.symbolicone.ouille,['GAME_EDUCATIONAL'],4.142857
522,Eric Leija - Primal Fitness,ericleija.PrimalSwoledier,['HEALTH_AND_FITNESS'],4.3863635
523,Stamurai - Stammering & Stuttering Speech Therapy,com.stamurai.stamurai,['HEALTH_AND_FITNESS'],4.632959
524,My Town : Daycare Game,mytown.daycare.free,['GAME_EDUCATIONAL'],4.2718134
525,My Town: After School Neighborhood Street,mytown.street.free,['GAME_EDUCATIONAL'],4.270447
526,ChatterPix Kids by Duck Duck Moose,com.duckduckmoosedesign.cpkids,['EDUCATION'],4.057065
527,Speech Act,com.andalabs.speechact,['EDUCATION'],4.9014087
528,Moshi: Sleep and Meditation,com.mindcandy.sleepstories,['PARENTING'],4.3560605
529,The Wonder Weeks,org.twisevictory.apps,['HEALTH_AND_FITNESS'],4.32549
530,Baby Touch Sounds,com.kidslearningapplications.babytouchsounds,['EDUCATION'],4.33
531,English Flashcards For Kids,com.pilowar.android.flashcardsusen,['EDUCATION'],4.21
532,Kids First Words Learning: Baby's First Word Book,com.dstocapps.kidsfirstwordlearning,['EDUCATION'],4.214286
533,Speech Therapy Flashcards - S,com.speechtx.jennifer.flashcards_s,['EDUCATION'],4.0238094
534,Clefs: Music Reading Trainer,com.crazyootka.clefs,['EDUCATION'],4.717949
535,SNOO,com.happiestbaby.snoo,['HEALTH_AND_FITNESS'],4.6055045
536,Weldon - Parenting Support (formerly Family Five),app.familyfive.android,['PARENTING'],4.55
537,My Pretend Family Mansion,com.beansprites.mypretendmansionFREE,['GAME_EDUCATIONAL'],4.0234504
538,Speechling - Learn to Speak Any Language,com.speechling.speechling,['EDUCATION'],4.7524753
539,Motor Control Circuits,com.automation29.forwa.startingcircuits,['EDUCATION'],4.11
540,Motor Rewinding,com.automation29.forwa.motorrewinding,['EDUCATION'],4.1932774
541,Toddler Games: Kids Learning,com.tt.toddlergames.preschoollearning.educationalgames,['GAME_EDUCATIONAL'],4.352941
542,Car game for toddlers: kids cars racing games,com.amayasoft.cars.kids.toddlers.garage.game,['GAME_EDUCATIONAL'],4.1025643
543,Coloring & Learn,com.orange.coloring.learn.kids,['GAME_EDUCATIONAL'],4.206716
544,Kids Top Nursery Rhymes Videos - Offline Learning,kidzooly.fivelittle,['EDUCATION'],4.272786
545,Pre-k Preschool Learning Games for Kids & Toddlers,com.greysprings.games,['GAME_EDUCATIONAL'],4.134375
546,Construction Vehicles & Trucks - Games for Kids,com.trochoi.constructionvehicles,['GAME_EDUCATIONAL'],4.0747285
547,Train Games for Kids: station & railway building,com.gokids.trains,['GAME_EDUCATIONAL'],4.415385
548,Kids Cars Games! Build a car and truck wash!,com.gokids.transport2,['GAME_EDUCATIONAL'],4.0387692
549,Baby Learning Games -for Toddlers & Preschool Kids,com.tp.baby.learning.games,['GAME_EDUCATIONAL'],4.1238093
550,Four-stroke Otto engine educational VR 3D,com.rendernet.ottoengine,['EDUCATION'],4.6053414
551,PA Motorcycle Practice Test,com.nicusa.pmt,['EDUCATION'],4.73
552,Montessori Fine Motor Skills Game School Numbers,com.happyarteducation.schoolnumber,['GAME_EDUCATIONAL'],4.5
553,Motorcycle Permit Test 2021,org.drivingprep.motocycle,['EDUCATION'],4.72
554,"Baby Games - Piano, Baby Phone, First Words",com.rvappstudios.baby.games.piano.phone.kids,['GAME_EDUCATIONAL'],4.364382
555,Motor Circuits Diagram,com.zbro.circuitdiagram,['EDUCATION'],4.75
556,Montessori Fine Motor Skills Game Animal Alphabet,com.happyart.friendlyanimal,['GAME_EDUCATIONAL'],4.7
557,Internal Combustion Engines,com.savree.engines,['EDUCATION'],4.0465117
558,"Codemurai - FREE Coding Courses: Game, Web, Apps",com.zenva.codemurai,['EDUCATION'],4.6179104
559,Engine Visualization 3D & AR,com.DevDen.EngineVisualizationAR,['EDUCATION'],4.0576925
560,Electrical Wiring Simulator - EWS,com.SageApprentice.ElectricalWiringSimulator,['EDUCATION'],4.4330707
561,Motorcycle Licence Test,co.nz.nextlevelapps.motorcycle.licence.test,['EDUCATION'],4.2539682
562,DT Driving Test Theory,com.zeeroapps.drivingtests,['EDUCATION'],4.6700506
563,RTO Exam in Malayalam(Kerala),samarth.rtoexaminmalayalam,['EDUCATION'],4.5700936
564,Connecticut DMV Mobile,com.nicusa.ctdmv,['EDUCATION'],4.41
565,US DMV Driving Tests,com.kep.driving.us,['EDUCATION'],4.270968
566,Drivers Ed: US Driving Test 2021 Free,com.vialsoft.driversedfreemium,['EDUCATION'],4.42
567,DMV Hub - 2021 Driving Test,com.northpole.world.drivingtest.california.free,['EDUCATION'],4.7957783
568,while True: learn(),com.nival.wtlm,['GAME_EDUCATIONAL'],4.6796117
569,Learn electronics,mobile.olimpia.com.aprendeelectronica,['EDUCATION'],4.340351
570,Learn Aircraft Systems,com.smcreations.aircraftsystems,['EDUCATION'],4.7391305
